Frete Carreteiro,Data Saída,ORIGEN,DESTINO,KM,Mês,Lat_Origem,Lng_Origem,Lat_Destino,Lng_Destino,Trimestre,Ano,Valor_por_km,Sintético
235.0,5/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.4709418837675351,0
235.0,6/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.4709418837675351,0
235.0,6/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.4709418837675351,0
235.0,12/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.4709418837675351,0
235.0,21/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.4709418837675351,0
230.0,20/9/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,9,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,3,2022,0.46092184368737477,0
230.0,20/9/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,9,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,3,2022,0.46092184368737477,0
230.0,27/9/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,9,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,3,2022,0.46092184368737477,0
230.0,5/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.46092184368737477,0
230.0,25/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.46092184368737477,0
230.0,25/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.46092184368737477,0
230.0,25/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.46092184368737477,0
230.0,21/10/2022,"-25.787871267069143, -55.089498685161324","-26.87499259834611, -52.409629937183546",499,10,-25.787871267069143,-55.089498685161324,-26.87499259834611,-52.409629937183546,4,2022,0.46092184368737477,0
160.0,1/11/2021,"-26.0726169552986, -54.89539868542434","-25.102584919062295, -50.160298194777475",628,11,-26.0726169552986,-54.89539868542434,-25.102584919062295,-50.160298194777475,4,2021,0.25477707006369427,0
160.0,1/11/2021,"-26.0726169552986, -54.89539868542434","-25.102584919062295, -50.160298194777475",628,11,-26.0726169552986,-54.89539868542434,-25.102584919062295,-50.160298194777475,4,2021,0.25477707006369427,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,29/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,29/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
170.0,24/11/2022,"-24.033685009767964, -54.83157353868731","-24.728959064923462, -53.73445238263191",216,11,-24.033685009767964,-54.83157353868731,-24.728959064923462,-53.73445238263191,4,2022,0.7870370370370371,0
